pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,route_distance_km,route_duration_min,pickup_hour,day_of_week,weather_flag,fare_amount
19.082325,72.864372,19.042765,72.847473,1,4.74,20.0,11,0,1,210.7
19.092832,72.988187,19.085514,72.860202,1,13.47,37.0,3,3,0,382.07
18.963192,72.838448,18.952398,72.814033,1,2.83,7.2,23,6,1,90.93
19.066654,72.864634,19.089372,72.991827,1,13.6,37.7,15,6,0,311.57
19.099576,72.871211,19.220207,72.966831,1,16.76,63.1,19,6,0,555.8
18.945751,72.819443,19.233017,72.985049,1,36.38,157.4,17,6,0,1440.99
19.088017,72.847191,19.07372,72.840892,1,1.72,4.5,1,0,0,46.58
19.114193,72.909285,19.130558,72.84637,1,6.86,24.7,17,6,0,226.19
18.952573,72.825749,19.06264,72.869479,1,13.07,38.7,15,3,0,319.3
19.088805,72.868461,19.051882,72.813398,3,7.1,22.7,16,2,0,196.94
19.054469,72.841103,18.920996,72.81864,2,15.03,44.6,6,5,0,382.68
19.138879,72.838894,18.958465,72.813876,2,20.23,74.7,18,5,0,649.96
19.039923,72.840569,19.216145,72.96212,1,23.39,95.8,20,3,1,999.5
19.124009,72.827623,19.1218,72.926994,1,10.44,29.2,23,5,0,307.32
19.120997,72.889117,18.947192,72.850175,2,19.75,50.5,23,2,0,519.37
19.109364,72.905065,19.058603,72.858462,2,7.47,28.7,11,5,1,289.23
19.236748,72.971411,19.071842,72.87028,2,21.19,79.7,10,0,0,712.83
18.945078,72.842405,19.075029,73.004039,1,22.31,55.4,1,3,1,655.26
19.106983,72.849016,19.118821,72.920239,1,7.6,28.6,11,0,0,243.84
19.083582,72.883079,19.088367,72.8714,1,1.34,6.0,9,6,0,71.94
18.941585,72.832822,18.9469,72.836104,1,0.68,1.8,4,3,0,41.74
19.105565,72.851976,19.118286,72.860285,3,1.66,7.7,8,5,1,78.36
19.053136,72.86822,19.139169,72.916974,2,10.85,48.4,11,5,1,508.82
19.062717,72.851643,19.031379,72.834884,2,3.9,11.3,0,6,0,112.99
19.229843,72.986545,19.048944,72.847309,1,24.87,95.6,21,4,0,845.24
19.079813,72.985109,19.091705,72.86432,1,12.76,34.2,5,2,0,358.78
19.139961,72.906958,19.036999,72.83394,3,13.78,58.5,17,0,1,610.7
19.090687,72.846364,19.060926,72.86299,1,3.74,12.3,14,0,0,105.92
19.220751,72.995983,19.029244,72.840755,2,26.82,72.6,22,6,0,595.25
19.206746,72.974051,19.10943,72.912187,1,12.62,57.1,11,4,0,529.47
19.131528,72.853452,18.94534,72.831495,1,20.83,54.9,23,3,0,560.21
18.92407,72.852584,19.120866,72.840315,3,21.92,64.7,13,5,0,543.09
18.941939,72.833748,19.081334,72.88846,1,16.53,43.3,23,3,0,438.56
19.015992,72.839655,19.137105,72.915698,3,15.66,69.0,18,3,0,632.91
18.93472,72.840319,19.23658,72.981057,1,36.68,112.0,13,3,0,948.33
19.227899,72.969011,19.048841,72.884285,2,21.81,78.4,8,3,0,691.05
19.118278,72.827636,19.036395,72.82891,2,9.11,29.2,16,4,1,286.04
19.198451,72.99732,19.101453,72.827585,2,20.84,60.7,0,0,0,635.77
19.069627,72.877114,19.127091,72.839932,3,7.49,31.0,19,0,0,285.63
19.094007,72.878282,19.224438,72.980386,1,18.04,52.3,0,6,2,712.43
18.948374,72.808297,19.07824,72.99171,1,24.09,66.4,23,2,0,688.31
19.033092,72.854364,18.940315,72.841248,1,10.41,45.2,11,0,0,414.55
19.089906,72.87177,18.934486,72.828234,3,17.88,76.4,19,1,2,906.58
19.101053,72.856221,18.938108,72.818926,1,18.54,73.0,10,2,0,658.52
19.081972,72.851693,19.061965,72.878545,1,3.59,10.0,14,5,0,81.6
19.129975,72.834687,19.072612,72.856123,2,6.76,22.3,15,6,0,191.75
18.938002,72.829689,19.056691,72.813386,2,13.31,38.7,12,1,0,327.68
18.928445,72.839392,18.949589,72.808609,3,4.0,17.3,10,4,1,182.96
19.092527,72.864368,19.091128,72.882915,1,1.96,5.5,22,0,0,49.85
19.016026,72.844903,19.06997,72.842054,1,6.01,18.3,13,1,0,158.96
19.11782,72.927885,19.209753,72.980232,1,11.61,33.8,4,2,0,353.07
19.055402,72.843093,19.076257,72.858622,2,2.84,8.0,4,3,0,86.27
19.064399,72.979461,19.076994,72.855433,2,13.11,36.0,2,2,0,368.97
19.104229,72.849677,18.941991,72.806256,3,18.61,50.0,23,1,0,523.84
19.071228,72.846196,19.060387,73.004262,2,16.66,45.6,6,4,1,436.2
19.024999,72.842303,19.226113,72.972427,1,26.21,74.7,23,1,0,780.26
19.131412,72.826482,19.017583,72.860546,2,13.15,34.1,1,5,0,341.36
19.106479,72.924177,19.089082,72.851664,3,7.86,21.4,23,2,0,216.33
19.062491,72.861932,19.133708,72.855609,2,7.95,22.6,4,5,0,231.51
19.014562,72.83311,19.046622,72.860014,1,4.55,12.5,0,0,1,146.69
19.07369,72.833373,19.126065,72.86064,2,6.49,17.7,4,3,1,207.65
19.13723,72.858935,19.045772,72.83923,1,10.38,30.0,5,2,1,367.06
19.010732,72.844319,18.935111,72.8478,1,8.42,24.8,22,4,0,203.12
19.030498,72.836823,18.924414,72.819684,1,11.93,38.8,6,2,0,327.07
18.958275,72.85136,19.002959,72.838984,2,5.14,15.4,12,6,2,173.0
19.237836,72.978236,19.072193,72.886966,1,20.76,63.6,6,5,2,707.69
18.929447,72.838387,19.051818,72.824989,4,13.68,44.9,14,1,0,377.89
19.117957,72.826707,18.932725,72.836256,1,20.62,59.2,2,5,1,720.89
19.073655,72.822812,19.127228,72.908413,2,10.79,30.7,3,3,0,319.98
18.945754,72.817806,19.047599,72.844376,3,11.66,33.8,4,4,2,464.29
19.056927,72.883556,18.955359,72.836592,1,12.33,36.0,12,4,0,303.31
18.93477,72.832492,19.142753,72.904441,2,24.33,93.1,20,4,0,827.21
19.077971,72.88156,18.956192,72.81983,1,15.02,42.1,14,4,0,353.56
19.137328,72.849298,19.077956,73.017311,3,18.85,82.9,10,3,1,880.84
19.013195,72.867784,19.218583,72.991832,1,26.3,82.3,7,2,0,697.24
19.125443,72.85889,19.227053,72.994661,2,18.19,71.1,21,6,0,620.4
18.959687,72.828215,19.061343,72.986898,1,20.15,60.3,4,1,0,636.2
19.024215,72.86771,19.069069,72.815055,2,7.45,21.2,23,0,0,218.46
19.084087,72.879638,19.22086,72.960057,3,17.4,76.6,9,5,0,708.34
19.076985,72.869855,19.120175,72.893371,2,5.4,19.7,9,5,0,173.57
18.952153,72.822376,19.034665,72.865001,1,10.21,30.0,7,6,0,262.53
19.143558,72.888915,19.129967,72.91899,1,3.5,9.0,22,4,0,84.1
19.122689,72.864697,19.122181,72.854813,2,1.04,2.9,15,3,0,30.8
19.113811,72.917379,19.084021,72.861932,2,6.7,19.3,13,6,0,158.29
19.223124,72.991742,18.938514,72.851669,1,34.9,141.8,10,5,1,1470.95
19.135759,72.83497,19.236734,72.991854,3,19.94,82.6,10,3,1,863.23
19.106998,72.842974,19.00399,72.839436,1,11.46,34.1,22,3,0,290.45
18.938884,72.812917,19.082162,72.85674,1,16.58,41.5,22,4,0,341.4
19.052253,72.847062,19.072341,72.885822,1,4.65,13.7,22,4,0,120.6
19.130383,72.85364,19.074979,72.853613,3,6.16,16.8,22,2,0,138.15
19.13588,72.918902,19.003382,72.856177,1,16.14,45.8,5,0,0,476.2
18.936034,72.816,19.113153,72.858554,1,20.2,87.3,8,0,0,797.48
19.237405,72.98953,19.092333,73.013519,1,16.33,55.5,16,0,0,478.37
19.063929,72.997607,19.105849,72.867393,1,14.46,52.9,19,4,1,530.82
18.939842,72.828688,19.071658,72.879764,1,15.61,41.9,2,6,0,427.83
19.07588,72.869797,19.111003,72.833637,2,5.45,17.3,6,0,0,145.15
18.940852,72.819531,19.109113,72.897569,2,20.43,56.9,0,1,1,681.9
19.113639,72.889154,19.07663,72.835921,1,6.94,23.3,7,2,1,229.01
19.122815,72.860292,19.114884,72.833362,1,2.96,9.5,16,1,1,88.13
19.108973,72.900861,19.030182,72.857219,2,9.89,44.9,21,0,0,414.06
19.102551,72.882679,19.131575,72.890018,1,3.32,9.3,16,5,0,78.32
19.079391,72.858894,19.067871,72.825685,3,3.72,12.3,14,0,0,103.62
18.954267,72.844856,19.06008,72.849344,2,11.78,34.2,5,1,0,362.7
19.00413,72.832732,19.099513,72.846378,1,10.7,39.1,18,4,0,339.64
19.073708,72.881723,19.000435,72.858169,2,8.52,27.2,14,6,0,235.12
18.938774,72.836202,19.10381,72.852855,1,18.43,77.9,8,6,0,710.86
18.922776,72.826318,19.124966,72.830018,4,22.49,103.9,10,5,0,960.78
19.105522,72.828028,19.083277,73.016854,2,19.99,61.3,12,2,1,603.95
19.066738,72.822689,18.959309,72.838333,4,12.06,52.3,18,4,1,550.68
19.08622,73.014007,19.122142,72.828953,2,19.85,57.4,5,2,0,606.36
19.074313,72.851308,18.946667,72.834586,3,14.3,55.4,17,6,0,490.74
19.052904,72.841666,18.959131,72.842474,2,10.43,29.3,3,3,0,314.24
19.235037,72.986885,19.141291,72.914311,1,12.91,36.2,12,1,0,303.96
19.131095,72.907315,19.115591,72.845704,1,6.7,17.1,2,1,0,176.23
18.93856,72.814286,19.110433,72.894928,1,20.91,59.9,4,4,0,621.65
19.125486,72.909858,19.139315,72.895312,1,2.17,6.3,4,4,1,76.55
19.059446,72.844138,19.216038,72.97457,1,22.16,64.7,1,6,1,779.78
19.07804,72.983493,19.122756,72.849706,3,14.91,37.0,4,0,0,376.34
18.942397,72.803752,19.108601,72.897335,1,20.94,63.2,14,5,0,525.74
19.056189,72.821629,19.035454,72.847632,1,3.58,9.4,3,3,0,102.7
19.047305,72.855981,19.044182,72.834423,1,2.29,6.8,16,0,1,76.35
19.064822,72.878919,19.082372,73.014102,2,14.34,39.3,4,4,0,408.42
19.067289,72.979055,19.087676,72.847993,1,13.96,45.9,6,2,0,396.48
18.940278,72.812708,18.921568,72.819247,1,2.19,8.4,19,5,0,82.04
18.998674,72.849668,19.073598,72.837812,3,8.42,24.0,2,2,0,252.76
19.126176,72.897808,19.071671,72.872341,1,6.63,24.0,17,3,2,278.19
18.958804,72.854608,19.033594,72.83936,1,8.47,23.4,2,3,0,241.31
19.122214,72.860923,19.221258,72.97573,1,16.33,53.8,16,3,0,461.65
19.068594,72.987946,19.091967,72.998809,1,2.84,11.9,18,4,0,108.21
19.124715,72.897702,19.070869,72.869847,1,6.66,19.3,22,6,0,166.52
19.056361,72.863731,19.204986,72.994754,3,21.51,64.6,15,6,1,624.14
19.001406,72.839085,19.106795,72.835212,1,11.73,46.3,20,3,0,418.76
18.926584,72.828156,19.084992,72.991455,2,24.6,61.0,5,0,2,800.53
19.137174,72.852799,19.117023,72.924231,2,7.83,20.5,1,1,1,242.82
19.216039,72.983792,19.201488,72.986441,1,1.64,6.8,18,2,0,64.24
19.076097,72.861359,19.071318,72.999485,1,14.53,46.5,13,4,0,408.96
19.096767,72.994793,19.113076,72.845478,1,15.79,58.7,8,2,0,522.53
19.081424,72.871069,19.066513,72.878489,1,1.83,7.4,18,0,1,66.55
18.939814,72.825396,18.926596,72.850923,4,3.06,9.0,13,3,0,80.65
19.073774,72.848334,19.083794,73.014485,1,17.5,55.1,7,5,1,541.53
19.071127,72.870585,19.09617,72.84591,1,3.8,13.8,18,6,0,127.75
18.944009,72.838365,19.215775,72.989843,1,34.16,91.0,0,3,0,941.39
18.947465,72.847957,18.924292,72.839915,2,2.71,12.5,17,4,1,134.4
19.119163,72.91505,19.033612,72.866775,2,10.78,28.5,0,0,1,334.11
19.0578,72.846368,19.010848,72.836374,4,5.33,16.0,6,5,0,133.5
18.95515,72.822732,18.945889,72.809698,1,1.71,7.1,8,1,1,76.39
18.938578,72.805682,19.068748,72.83954,1,14.91,44.6,6,3,1,440.13
19.020955,72.8453,19.050983,72.867629,2,4.08,11.1,22,5,0,98.02
19.133706,72.859573,19.095994,72.852346,1,4.26,12.9,7,5,0,112.72
19.087327,72.996203,19.028707,72.841439,2,17.52,52.3,15,5,0,438.2
19.058028,72.873667,19.078643,72.851342,1,3.28,12.4,9,0,0,112.05
19.220015,72.99596,19.059536,72.8351,1,24.58,72.3,5,6,0,755.94
18.938851,72.827865,19.089871,72.988718,3,23.83,85.8,20,5,0,755.71
19.005781,72.845735,19.08259,72.877429,2,9.17,29.1,6,3,0,242.31
19.095634,72.986,18.941584,72.8456,1,22.61,73.0,7,2,1,725.54
18.936759,72.832063,19.090893,72.996318,1,24.33,100.0,17,5,0,906.4
19.076135,72.877338,19.116186,72.924394,1,6.65,18.9,6,0,0,159.89
19.062188,72.886316,18.94213,72.839395,2,14.23,56.9,11,0,1,597.16
19.048949,72.820129,19.145975,72.907849,3,14.19,41.6,2,2,0,436.29
19.082249,72.880319,19.088348,72.879339,3,0.69,1.8,0,2,0,36.65
19.057918,72.815866,18.999585,72.838498,1,6.91,28.9,9,5,0,265.17
19.235555,72.979655,18.944158,72.828397,3,36.09,115.7,7,4,0,990.11
19.099271,72.877491,19.102967,72.838184,4,4.15,17.5,21,5,0,154.9
19.066169,72.995826,19.102724,72.842132,1,16.65,65.6,9,1,0,579.39
19.226222,72.963057,18.923593,72.853038,2,35.58,161.6,8,1,0,1505.85
18.936168,72.815918,19.221325,72.959227,1,35.1,160.6,18,6,0,1494.27
19.088498,72.981479,19.056317,72.822048,4,17.13,54.2,13,1,0,465.35
19.102999,72.879489,19.141969,72.916783,2,5.84,25.9,18,1,0,244.37
19.065086,73.017706,19.211191,72.988772,1,16.53,44.9,23,4,1,535.4
19.127493,72.91919,18.962119,72.828043,2,20.73,78.5,18,3,0,699.82
19.046376,72.819155,19.046628,72.870647,1,5.41,23.5,11,6,0,218.59
19.096158,72.874792,19.105532,72.852021,2,2.61,7.2,4,6,0,78.69
19.079454,72.853084,19.201891,72.978836,1,18.97,72.3,21,4,0,637.06
19.08253,73.015807,19.137444,72.889251,2,14.63,43.8,12,2,0,369.15
19.090086,72.999621,19.121404,72.832077,2,17.94,47.0,0,4,2,621.43
18.92165,72.84007,19.052572,72.887964,1,15.4,43.9,12,4,1,417.56
19.076165,72.855242,19.086124,72.996402,2,14.88,36.7,4,2,0,374.07
19.071999,73.003723,18.939019,72.838147,2,22.84,70.3,12,4,0,586.23
19.204411,72.965299,19.06455,73.005063,1,16.1,47.2,16,5,1,459.27
19.07955,73.01657,19.046729,72.877567,1,15.06,39.5,3,2,0,401.25
18.952841,72.807362,19.122673,72.893623,2,20.95,87.4,10,2,0,798.2
19.112439,72.914134,19.141946,72.888307,2,4.26,17.5,21,1,0,162.96
19.083658,72.859789,19.097278,72.847547,2,1.99,4.9,5,4,0,61.49
19.123088,72.837443,19.117205,72.896707,1,6.26,18.1,6,0,1,169.94
19.091769,73.002783,19.228786,72.974565,1,15.52,45.5,2,4,1,546.38
18.948679,72.831652,19.090453,72.994152,1,23.25,85.0,10,5,0,747.14
18.959558,72.809366,19.070486,72.880597,2,14.43,38.7,22,6,0,318.0
18.932811,72.854967,19.068029,72.830553,2,15.25,44.4,0,1,0,477.32
19.216587,72.996867,19.035942,72.863116,1,24.51,69.3,4,4,0,724.21
19.072413,72.820619,19.131399,72.857678,1,7.63,28.8,8,1,1,300.66
19.10694,72.870617,19.225237,72.991269,3,18.27,58.4,7,0,0,497.23
18.934803,72.849147,19.071323,72.984412,1,20.8,79.7,19,5,0,711.09
18.927262,72.809137,19.055296,72.876376,2,15.9,44.1,6,5,0,362.01
19.141694,72.909625,18.94036,72.839549,1,23.57,77.3,7,3,1,763.92
19.215813,72.978518,19.114649,72.828447,2,19.36,47.6,23,4,0,485.09
19.223149,72.968008,19.232023,72.961642,1,1.19,5.0,18,0,0,62.38
19.212538,72.983355,19.000314,72.861437,2,26.85,104.3,21,0,1,1080.23
19.07129,72.853371,19.074206,73.000465,1,15.46,62.2,11,0,0,560.3
19.064988,73.00862,19.042135,72.830602,1,18.88,74.1,19,6,1,762.99
19.146052,72.898192,19.066362,73.000605,1,13.94,37.5,4,6,0,394.56
19.122445,72.894354,19.047174,72.831169,4,10.68,29.0,2,5,1,337.22
19.089737,73.001008,19.07204,73.006029,2,2.04,8.9,10,6,0,84.45
19.200862,72.991652,19.069937,72.990326,2,14.56,56.6,8,1,0,520.08
19.076188,73.014784,19.031532,72.8418,1,18.85,84.0,17,1,0,777.31
19.2317,72.977842,18.932431,72.847509,1,35.99,121.5,13,1,1,1213.09
19.053862,72.837071,18.948264,72.830902,1,11.76,53.4,11,2,0,493.0
18.930998,72.82737,18.943612,72.824883,2,1.43,4.2,0,6,2,67.35
19.104341,72.87908,19.088899,72.856471,1,2.93,8.7,1,0,0,93.62
18.931093,72.84858,18.924338,72.805105,2,4.63,20.8,9,3,0,198.29
18.938713,72.807281,19.22694,72.986491,1,37.17,164.7,8,1,1,1744.74
18.950564,72.83128,19.138746,72.850689,1,21.02,74.8,17,4,0,656.29
19.09909,72.864773,19.233151,72.984264,1,19.49,57.9,3,4,0,607.52
18.937962,72.845028,19.05944,72.818013,2,13.8,36.9,0,6,0,384.35
19.208618,72.971651,19.214438,72.994284,1,2.46,9.7,20,0,0,86.42
19.222399,72.963741,19.102492,72.874581,1,16.29,47.3,23,0,0,498.93
19.096382,72.985421,19.058521,73.01557,2,5.27,18.9,18,4,0,171.69
19.083834,72.858491,19.052911,72.835972,2,4.17,15.3,9,4,1,158.88
18.932196,72.827978,19.117676,72.836302,1,20.64,60.7,6,3,0,513.0
19.106435,72.851505,19.032719,72.867643,1,8.37,24.0,22,4,0,198.75
19.206587,72.992049,18.949953,72.806552,1,34.56,85.3,23,0,1,1001.0
19.01134,72.832347,19.081717,73.010459,1,20.29,79.0,11,2,0,699.67
19.139917,72.924006,19.20789,72.995908,2,10.68,46.6,8,0,0,426.68
19.057791,72.868348,19.080741,72.983261,2,12.34,34.0,0,3,0,346.94
19.058233,72.998186,19.217122,72.995006,1,17.67,48.8,14,5,0,401.12
19.027258,72.854512,19.110918,72.855854,2,9.3,26.4,22,0,0,223.16
18.951802,72.824768,19.227949,72.967248,3,34.16,132.3,20,6,1,1356.74
19.060812,72.874126,19.110228,72.847017,3,6.19,17.3,7,1,0,144.34
19.085187,72.849536,19.054193,72.87643,2,4.46,19.6,18,4,0,181.92
18.947897,72.831771,18.952825,72.827288,2,0.72,2.1,3,0,0,41.09
19.072501,73.016875,19.218788,72.970212,2,16.99,45.6,3,3,0,478.9
19.10109,72.860072,19.054795,72.831435,3,5.96,21.6,18,0,1,216.7
18.927258,72.804268,18.948756,72.831771,1,3.75,9.8,22,5,1,89.62
19.118738,72.902545,19.206904,72.958474,1,11.43,45.4,9,1,0,405.34
19.005611,72.848623,19.003304,72.847779,1,3.25,14.9,9,6,0,132.95
19.076703,72.867001,19.075014,72.866378,1,2.94,11.1,8,3,0,93.34
18.960165,72.822716,19.080119,73.004442,1,23.3,66.5,6,3,0,549.83
19.078149,72.834535,19.22932,72.988386,1,23.32,71.5,12,3,0,610.04
19.079547,72.820178,19.138046,72.912729,2,11.7,39.8,6,4,2,444.04
19.229364,72.994528,18.938281,72.805257,4,37.99,110.2,6,0,0,916.22
19.077902,72.993646,18.936052,72.84088,1,22.51,73.9,16,6,0,646.98
19.127063,72.851865,19.003054,72.853938,2,13.79,38.2,4,5,0,391.68
18.945521,72.827475,19.105485,72.846918,1,17.9,70.0,17,0,0,625.01
19.141478,72.922584,19.09539,72.987256,4,8.51,27.0,16,2,0,224.72
19.047813,72.860418,19.118002,72.863833,2,7.81,29.0,8,1,2,326.48
19.009784,72.862009,18.927457,72.807551,1,10.8,34.6,12,4,0,297.4
18.960907,72.818903,19.077529,72.809892,1,13.0,38.2,23,5,0,398.69
19.23689,72.992647,19.074275,72.874964,2,21.9,57.4,22,5,0,474.98
19.10118,72.859969,19.093616,72.993755,1,14.08,42.0,6,2,0,346.85
19.221645,72.966089,19.06381,72.85981,2,20.8,58.0,14,1,0,480.64
18.93496,72.821962,19.214412,72.983901,1,35.43,90.4,4,3,1,1064.7
19.105374,72.854647,19.132386,72.826912,1,4.18,16.0,20,5,0,132.67
19.074699,72.870148,19.080901,72.853541,1,1.88,5.3,23,5,0,53.35
19.062743,72.855846,19.061286,72.869153,4,1.41,4.8,12,3,0,39.88
19.065588,72.849609,19.084302,72.864031,4,2.57,8.2,7,3,0,74.37
19.045985,72.86527,19.199974,72.976989,1,20.76,68.9,16,1,0,589.69
19.052978,72.844866,19.115991,72.848324,1,7.02,18.5,0,0,0,193.15
19.064145,72.864143,19.211675,72.99003,2,21.07,62.1,0,0,0,655.87
19.086406,72.857789,19.032593,72.858608,1,5.98,19.1,12,5,0,160.24
18.930669,72.842834,19.043994,72.828856,1,12.69,56.3,18,3,2,682.34
19.072333,72.986214,19.217062,72.994732,2,16.12,40.5,22,0,0,325.26
18.941829,72.824326,18.924217,72.812358,2,2.33,8.5,19,3,0,71.27
18.961719,72.814302,19.227779,72.964269,2,33.52,95.2,22,5,0,792.26
19.127304,72.861407,19.0966,72.849413,1,3.64,10.9,4,0,1,135.16
18.946317,72.822378,19.000087,72.855687,2,6.93,20.6,12,3,0,174.53
18.927108,72.849636,19.122151,72.892074,1,22.14,85.1,8,5,0,758.6
19.071701,72.99964,19.058257,72.845366,1,16.28,45.9,1,0,0,479.92
19.046928,72.83453,19.219216,72.965596,1,23.59,70.0,15,1,0,592.42
19.051638,72.812293,19.042302,72.822699,4,1.51,4.1,0,0,0,41.2
19.075136,72.861288,19.033578,72.834948,1,5.39,15.7,15,3,0,131.87
19.050897,72.887997,19.078375,72.818165,2,7.95,22.2,6,4,0,184.94
18.943244,72.828646,19.208756,72.979262,1,33.5,151.3,8,0,0,1406.51
18.956636,72.836384,19.087886,72.97949,1,20.96,90.4,9,6,0,827.68
18.946003,72.806414,19.048248,72.861693,1,12.77,31.4,2,5,0,316.71
18.926716,72.842689,19.106198,72.878841,2,20.32,57.2,23,4,0,592.72
19.070431,72.864112,19.12309,72.898703,3,6.89,20.0,2,5,1,245.54
19.052934,72.854409,18.942997,72.820504,2,12.73,38.9,16,4,0,337.79
19.070524,72.847502,18.923541,72.844564,1,16.35,47.4,4,5,1,577.08
19.144135,72.925764,19.212658,72.998038,1,10.76,27.1,22,4,0,226.34
19.078519,72.855834,19.063307,72.88118,1,3.16,8.6,5,2,1,93.61
18.954607,72.848583,18.929294,72.828697,1,3.51,11.3,12,6,0,97.75
19.118587,72.830175,18.963037,72.836973,1,17.31,47.1,3,2,0,488.85
19.024588,72.867377,19.030863,72.834855,1,3.49,8.9,5,2,0,92.05
19.090671,73.009116,18.93411,72.836834,1,25.12,91.6,19,0,2,1050.68
19.001118,72.855855,19.200588,72.968027,1,25.12,80.4,15,2,0,688.65
19.04398,72.821572,18.957563,72.825095,1,9.62,26.9,13,5,0,218.26
19.107644,72.862181,19.001348,72.840337,1,12.04,40.9,13,4,0,368.64
19.077214,72.875736,19.202345,72.996639,2,18.84,60.7,14,0,1,605.26
18.951025,72.819947,19.049902,72.82689,1,11.02,30.5,22,2,0,253.16
19.133036,72.894849,19.051051,72.873285,1,9.39,42.1,18,3,0,394.22
19.010739,72.828188,19.209794,72.977601,1,27.14,98.3,11,3,0,858.85
19.094387,72.999075,19.086676,73.011379,1,1.55,5.1,16,5,0,51.34
19.060861,72.816828,19.201745,72.989935,1,24.0,96.2,17,3,0,861.45
19.145995,72.90178,19.065013,72.835588,1,11.38,50.3,18,5,0,475.94
18.942136,72.817341,19.215421,72.976849,3,34.7,142.3,10,5,0,1281.25
19.136224,72.862412,19.091868,72.864306,2,4.94,12.5,0,4,0,121.69
18.934964,72.83335,19.133678,72.849803,1,22.16,71.0,16,6,0,600.96
19.05857,72.848344,19.006525,72.848357,2,5.79,16.0,3,1,0,164.4
19.206683,72.989752,19.211803,72.990748,1,0.58,1.5,0,4,0,28.98
19.021523,72.841116,19.074536,72.873661,2,6.82,25.4,10,3,0,232.61
19.073869,72.859108,19.124631,72.920042,1,8.54,23.7,3,4,0,252.8
19.210123,72.99057,19.122892,72.923552,1,11.98,34.9,4,4,2,474.2
18.923613,72.825755,19.0775,72.996824,1,24.82,90.4,19,5,2,1037.28
18.951721,72.803979,19.127059,72.901126,1,22.01,69.7,6,0,0,596.13
19.072677,72.993357,19.022923,72.852554,4,15.8,45.3,16,0,0,383.54
18.930094,72.815347,18.946737,72.851816,2,4.26,16.6,10,3,0,154.4
19.105564,72.852555,19.19874,72.990814,2,17.84,47.2,4,3,0,480.91
19.076958,72.854939,19.097616,72.846722,4,2.45,10.2,10,2,0,93.1
19.05318,72.838818,19.014576,72.841741,1,4.3,18.3,8,2,0,167.24
18.924103,72.8135,19.068195,72.828277,4,16.1,49.6,15,4,1,479.95
19.079351,72.86681,18.948525,72.818949,2,15.39,54.7,20,4,1,556.28
19.023812,72.850089,19.015121,72.844298,1,1.14,3.8,7,6,0,46.9
18.925686,72.816267,19.128638,72.837191,3,22.67,66.8,0,1,0,702.3
18.947723,72.838194,18.921668,72.827095,3,3.12,13.7,20,0,0,126.39
19.088374,72.854081,18.952702,72.81467,1,15.64,63.6,10,1,0,576.36
19.069815,72.884725,19.129747,72.833081,1,8.59,22.7,1,6,0,231.29
18.954811,72.853069,19.079908,72.854919,1,13.91,38.6,5,0,0,402.23
19.056926,72.85131,19.136858,72.83785,1,9.0,25.9,16,3,0,221.62
19.067225,72.827787,19.133622,72.9007,2,10.64,26.5,2,1,0,276.76
19.104388,72.872323,18.956695,72.811962,1,17.61,71.6,20,1,0,645.58
19.04412,72.835339,19.021835,72.855442,1,3.26,15.0,11,2,0,145.68
18.925167,72.838427,18.953017,72.811918,1,4.17,11.0,5,1,2,146.7
19.07482,72.87314,19.071791,72.882329,1,1.02,3.2,7,6,0,35.0
19.116825,72.900753,19.066188,72.990794,1,11.01,36.9,14,6,0,314.71
19.093641,72.861782,19.035709,72.841316,1,6.79,30.5,8,1,0,282.89
19.138199,72.917276,19.072881,72.854833,1,9.79,24.7,3,3,0,250.17
19.059561,73.012746,19.075881,72.991517,1,2.88,7.9,1,0,0,82.83
18.922911,72.82485,19.112059,72.843595,1,21.12,60.4,13,2,1,588.72
19.090503,72.98918,19.079298,72.998977,1,1.62,4.2,3,2,0,44.68
18.936244,72.816156,19.200599,72.977894,1,33.96,127.2,8,6,0,1133.04
19.141501,72.904824,19.076878,72.879144,1,7.68,27.6,17,3,0,240.29
18.92739,72.821783,18.932211,72.851717,1,3.19,9.4,23,5,1,119.31
19.025096,72.83176,19.006112,72.855632,1,3.28,10.6,14,0,0,88.74
19.061229,73.016967,19.07018,72.865609,1,15.94,62.0,17,1,0,559.44
19.071094,72.856986,18.934997,72.81353,1,15.81,50.1,16,4,0,427.67
19.069844,72.85376,19.076482,73.014622,2,16.92,76.0,19,0,1,802.87
18.954372,72.840766,19.064433,72.997828,3,20.55,55.9,5,3,0,581.1
19.072264,72.832399,19.045445,72.817874,1,3.35,9.5,2,5,0,103.29
19.119588,72.914992,19.11127,72.919346,2,1.03,2.6,22,3,0,28.47
18.931437,72.852879,19.041331,72.840317,1,12.29,52.0,9,6,0,477.0
19.129415,72.894826,19.092449,72.866297,2,5.09,16.9,14,0,0,148.3
19.070043,72.984552,19.076012,72.82813,1,16.45,69.1,19,2,0,634.21
19.106036,72.859786,19.064753,72.981807,2,13.62,53.9,11,6,0,489.43
19.05445,72.87417,19.113226,72.889147,4,6.72,17.4,4,6,0,186.17
19.065864,72.877705,19.10728,72.851055,1,5.39,16.8,15,6,0,134.18
19.082737,72.888564,19.105686,72.844126,1,5.32,15.1,2,5,0,164.74
19.119289,72.89152,19.063135,72.997054,4,12.73,36.5,15,1,0,301.09
19.014274,72.867222,18.937123,72.838239,1,9.1,22.5,5,6,0,224.65
